scenario	human_gene_name	mouse_component	human_component	pharmacology_component	penalty_component	scenario_score	scenario_rank	top10	median_rank_all_scenarios	rank_range_all_scenarios	top10_frequency_all_scenarios
penalty_weight_125pct	CSF1	35.68213445869026	4.630174891277472	18.0	1.25	57.06230934996773	15	False	16.0	9-47	0.05263157894736842
penalty_weight_125pct	ENG	34.80176886679815	9.750365912639621	20.888693907032213	10.0	55.440828686469985	16	False	15.0	12-66	0.0
penalty_weight_125pct	IGFBP7	37.830678240975146	13.82823358850675	2.8069353040487472	0.0	54.465847133530644	17	False	19.0	1-52	0.05263157894736842
penalty_weight_125pct	IL1B	31.410083711419297	0.6115359844727385	25.554570149158685	3.75	53.82618984505072	18	False	18.0	6-88	0.05263157894736842
penalty_weight_125pct	LY6E	35.32799135935423	6.465482680695467	10.880861287342233	0.0	52.67433532739193	19	False	23.0	18-62	0.0
penalty_weight_125pct	TGM2	35.355903759158416	9.19366322876041	6.143194604301974	0.0	50.6927615922208	20	False	26.0	8-67	0.05263157894736842
penalty_weight_125pct	CXCL12	37.58499380577856	12.345751958441584	23.00647066125395	22.5	50.43721642547409	21	False	17.0	9-85	0.05263157894736842
penalty_weight_125pct	COL1A2	38.386077584488724	17.702592250895666	11.5	17.5	50.088669835384394	22	False	20.0	13-42	0.0
penalty_weight_125pct	VCAN	35.20374769348478	12.490362809156908	2.3590800757292816	0.0	50.053190578370966	23	False	29.0	4-70	0.05263157894736842
penalty_weight_125pct	TGFB1	35.12623295523657	7.304502126233318	25.01240803954329	17.5	49.94314312101318	24	False	21.0	14-90	0.0
penalty_weight_125pct	ITGA1	32.96101071902872	6.727289782040006	10.225260375235125	0.0	49.91356087630385	25	False	30.0	21-71	0.0
penalty_weight_125pct	ACTB	39.10567123443498	14.497904961382762	10.5	15.0	49.10357619581774	26	False	24.0	17-31	0.0
penalty_weight_125pct	COL1A1	38.43757856171216	17.850843348253335	11.5	18.75	49.03842190996549	27	False	22.0	12-44	0.0
penalty_weight_125pct	ACTC1	36.37650537938125	15.93822436445517	10.5	15.0	47.81472974383642	28	False	25.0	20-46	0.0
penalty_weight_125pct	IGFBP3	32.63227153147795	9.700164786228802	5.406377223361061	0.0	47.73881354106781	29	False	39.0	15-77	0.0
penalty_weight_125pct	EEF1A1	38.10046553330683	13.87244563850331	10.5	15.0	47.47291117181014	30	False	27.0	21-40	0.0
penalty_weight_125pct	NPPA	38.80541503902978	17.121553207727636	6.432515092347316	15.0	47.359483339104735	31	False	28.0	11-60	0.0
penalty_weight_125pct	RPS19	37.57389850068292	12.223513278972364	12.094933055499755	15.0	46.89234483515504	32	False	31.0	23-57	0.0
penalty_weight_125pct	CRYAB	36.75006911126382	15.023283821162615	10.0	15.0	46.773352932426434	33	False	32.0	24-49	0.0
penalty_weight_125pct	RPS12	37.88715533242373	12.337127663905807	11.5	15.0	46.724282996329535	34	False	33.0	25-51	0.0
penalty_weight_125pct	STK10	33.7289289245147	7.451709332195413	5.5	0.0	46.68063825671011	35	False	41.0	25-80	0.0
penalty_weight_125pct	RPL13	37.65958605429243	12.127447864391174	11.542132103434056	15.0	46.32916602211766	36	False	34.0	27-58	0.0
penalty_weight_125pct	RPL13A	37.7420342590863	12.023355649844657	11.54878454081838	15.0	46.31417444974934	37	False	35.0	28-59	0.0
penalty_weight_125pct	ACTA1	36.95945351433853	14.568816265911257	9.768616573857674	15.0	46.29688635410746	38	False	36.0	29-50	0.0
penalty_weight_125pct	TNNC1	34.20368750243199	11.21007677752237	15.5	15.0	45.913764279954364	39	False	37.0	27-81	0.0
penalty_weight_125pct	THBS4	36.216896649547394	11.749075475472202	2.6136912421525555	5.0	45.57966336717215	40	False	42.0	10-68	0.05263157894736842
penalty_weight_125pct	EMP1	36.75728514517308	6.852693510445908	1.5	0.0	45.10997865561899	41	False	47.0	12-85	0.0
penalty_weight_125pct	ACTG1	37.639664767812874	12.800326695385776	10.5	16.25	44.68999146319865	42	False	38.0	30-61	0.0
penalty_weight_125pct	TPM1	35.35677897104673	14.631472785196948	9.0	15.0	43.98825175624368	43	False	40.0	34-66	0.0
penalty_weight_125pct	SNX3	34.89219551682361	5.187695907707295	3.8914266094995007	0.0	43.9713180340304	44	False	56.0	26-90	0.0
penalty_weight_125pct	DCN	36.76487280797725	10.422086219062658	1.5	5.0	43.686959027039904	45	False	52.0	13-76	0.0
penalty_weight_125pct	DES	37.64552808154198	13.219260379846258	7.5	15.0	43.364788461388244	46	False	43.0	35-62	0.0
penalty_weight_125pct	TMSB4X	37.96694556211271	12.306359635633541	5.289444744397804	12.5	43.06274994214406	47	False	46.0	31-59	0.0
penalty_weight_125pct	ANKRD1	37.97316663317157	15.395017672303869	4.569697831738097	15.0	42.937882137213535	48	False	44.0	22-75	0.0
penalty_weight_125pct	SEPTIN7	33.680231888547844	6.018407513330097	3.2323917978489045	0.0	42.931031199726846	49	False	64.0	38-93	0.0
penalty_weight_125pct	NELFB	32.772981709053944	9.599153166513767	3.031044707793515	2.5	42.90317958336122	50	False	60.0	29-83	0.0
penalty_weight_125pct	TTN	34.59682832373414	12.646794657582872	10.5	15.0	42.74362298131701	51	False	45.0	39-73	0.0
penalty_weight_125pct	C1QA	38.95967826083008	11.647832717063926	4.5	12.5	42.60751097789401	52	False	48.0	28-65	0.0
penalty_weight_125pct	CYRIA	32.500018606556004	9.831978226934167	0.0	0.0	42.33199683349017	53	False	68.0	16-94	0.0
penalty_weight_125pct	IGFBP4	38.61181952565766	11.119737853720371	4.984913797696352	12.5	42.21647117707438	54	False	51.0	40-66	0.0
penalty_weight_125pct	NR2F2	33.6508020525784	6.160607763568144	7.32903282806769	5.0	42.14044264421423	55	False	61.0	37-78	0.0
penalty_weight_125pct	CCR2	33.771147530522995	0.810687524793558	20.0	12.5	42.08183505531655	56	False	54.0	20-95	0.0
penalty_weight_125pct	FLNC	36.34879388844653	11.726612774717704	9.0	15.0	42.07540666316423	57	False	49.0	41-67	0.0
penalty_weight_125pct	MYBPC3	36.26427856240813	13.309644958837541	7.5	15.0	42.073923521245675	58	False	50.0	42-68	0.0
penalty_weight_125pct	ELOB	35.013920989460004	5.292453496238932	4.035479666049731	2.5	41.84185415174867	59	False	67.0	36-88	0.0
penalty_weight_125pct	CILP	36.32020344733499	9.121550915992344	0.9039923245587804	5.0	41.34574668788611	60	False	66.0	21-82	0.0
penalty_weight_125pct	ZNF703	35.32426596378708	4.465184227092011	1.5	0.0	41.28945019087909	61	False	71.0	38-96	0.0
penalty_weight_125pct	TIMP2	38.947803119879836	11.612017321940527	4.176224986734419	13.75	40.98604542855478	62	False	59.0	44-74	0.0
penalty_weight_125pct	LDB3	34.222869361419846	12.653802299058448	9.0	15.0	40.876671660478294	63	False	57.0	43-74	0.0
penalty_weight_125pct	CSRP3	36.69185122056544	13.180763025527773	6.0	15.0	40.872614246093214	64	False	58.0	44-74	0.0
penalty_weight_125pct	DYNC1H1	34.92318662951692	5.362987845287527	3.0	2.5	40.78617447480445	65	False	72.0	41-91	0.0
penalty_weight_125pct	PSAP	38.39131070917246	11.699219453483678	3.0	12.5	40.59053016265614	66	False	62.0	33-75	0.0
penalty_weight_125pct	APOE	39.37365229505947	10.716602113925003	10.5	20.0	40.59025440898448	67	False	53.0	32-76	0.0
penalty_weight_125pct	SPARC	38.24742147071093	17.289446726017196	2.523339371447697	17.5	40.56020756817583	68	False	55.0	20-84	0.0
penalty_weight_125pct	ACTA2	38.58170232617402	13.887258970111866	0.5327271857367166	12.5	40.5016884820226	69	False	63.0	14-77	0.0
penalty_weight_125pct	DMAP1	33.27431220026157	6.613317906387088	3.06208941558703	2.5	40.44971952223569	70	False	74.0	51-92	0.0
penalty_weight_125pct	GNG11	33.7889901713773	6.393834076025538	0.04434958256216422	0.0	40.227173829965	71	False	76.0	32-97	0.0
penalty_weight_125pct	NRBP1	34.820767800850454	5.386905291297036	2.0	2.5	39.70767309214749	72	False	77.0	48-95	0.0
penalty_weight_125pct	HSPB1	36.554304508452994	9.4951289302995	8.575507004710767	15.0	39.62494044346326	73	False	65.0	50-77	0.0
penalty_weight_125pct	ACTN2	34.49492910548819	9.946633729165892	9.0	15.0	38.44156283465408	74	False	70.0	55-83	0.0
penalty_weight_125pct	HSPB7	36.68943150639182	10.705689178958828	5.571356912631749	15.0	37.9664775979824	75	False	73.0	58-78	0.0
penalty_weight_125pct	MB	33.77651474837653	14.008568164983352	4.893273398342892	15.0	37.67835631170277	76	False	75.0	61-85	0.0
penalty_weight_125pct	TGFBR1	36.916774402522904	6.688833916422389	18.0	25.0	36.60560831894529	77	False	69.0	26-97	0.0
penalty_weight_125pct	MYOZ2	33.77845174270693	11.740953443310246	6.0	15.0	36.519405186017174	78	False	80.0	66-82	0.0
penalty_weight_125pct	BGN	38.18319495707481	15.476927607202171	0.0	17.5	36.16012256427698	79	False	78.0	43-93	0.0
penalty_weight_125pct	AEBP1	38.975107108703796	14.349653117989407	0.23383179127724157	17.5	36.05859201797044	80	False	79.0	46-89	0.0
penalty_weight_125pct	THBS2	39.19078493827794	10.807426677741965	2.9527802188472454	17.5	35.45099183486715	81	False	81.0	59-90	0.0
penalty_weight_125pct	FBLN2	37.76392910916151	12.921602662326848	2.192970070235607	17.5	35.37850184172397	82	False	82.0	60-87	0.0
penalty_weight_125pct	FBLN1	37.87291719664806	13.000630576935329	1.4041392900611847	17.5	34.77768706364458	83	False	83.0	63-88	0.0
penalty_weight_125pct	FSTL1	37.508004569500194	13.775023681378507	0.9503446510206115	17.5	34.733372901899315	84	False	84.0	62-92	0.0
penalty_weight_125pct	SORBS2	36.01349892974574	9.942743305107754	3.599731083004312	15.0	34.555973317857806	85	False	85.0	72-87	0.0
penalty_weight_125pct	SLC6A6	34.809477934037815	5.906400145258589	8.336859220772505	15.0	34.052737300068905	86	False	87.0	73-89	0.0
penalty_weight_125pct	CASQ2	34.2084394804805	12.400284238389922	2.252475699396435	15.0	33.86119941826686	87	False	88.0	75-91	0.0
penalty_weight_125pct	ITGB1	36.93772440390659	5.943079944022225	9.5	18.75	33.630804347928816	88	False	86.0	63-92	0.0
penalty_weight_125pct	TGFBR2	36.07726659414027	7.810770907147257	5.5	16.25	33.13803750128753	89	False	89.0	73-90	0.0
penalty_weight_125pct	SMPX	36.29998001828528	9.54839073443462	0.8531882898651648	15.0	31.701559042585068	90	False	91.0	79-91	0.0
penalty_weight_125pct	XIRP2	37.38143858478706	6.978885873872303	0.8874035921687083	15.0	30.247728050828073	91	False	92.0	84-95	0.0
penalty_weight_125pct	LOX	38.07302453560941	8.216561043764852	8.849266211611926	25.0	30.138851790986187	92	False	90.0	46-93	0.0
penalty_weight_125pct	CRIP2	34.992932603418204	9.962888272068437	0.12417883117405981	15.0	30.079999706660693	93	False	93.0	82-94	0.0
penalty_weight_125pct	CKB	35.948771564452755	4.339635126645433	3.837823325377173	15.0	29.12623001647536	94	False	94.0	80-96	0.0
penalty_weight_125pct	POSTN	29.198280858968932	11.603832214193016	5.736954296236388	20.0	26.53906736939834	95	False	95.0	81-96	0.0
penalty_weight_125pct	MYL6	37.519953341715635	12.799369007893063	0.10643899814919411	25.0	25.42576134775789	96	False	96.0	69-96	0.0
penalty_weight_125pct	CTHRC1	36.54058653315989	7.47156519857569	1.0672444664800795	25.0	20.079396198215655	97	False	97.0	87-97	0.0
leave_out_D3_1	COL6A1	37.35714096737006	14.456331422118977	24.0	4.0	71.81347238948904	1	True	1.0	1-7	1.0
leave_out_D3_1	CD74	38.246395779255145	13.172477316397735	20.0	0.0	71.41887309565288	2	True	2.0	1-10	1.0
leave_out_D3_1	COL6A2	37.11388253125003	13.689627215818795	24.49645966091785	4.0	71.29996940798668	3	True	3.0	2-8	1.0
leave_out_D3_1	FN1	38.42100883309308	16.67872935562358	30.0	14.0	71.09973818871666	4	True	4.0	1-26	0.9473684210526315
leave_out_D3_1	MYH7	37.141655837024786	14.728942737573128	30.0	15.0	66.87059857459792	5	True	5.0	2-64	0.9473684210526315
leave_out_D3_1	COL18A1	37.59280026623878	12.49594820317738	25.813443833940156	10.0	65.90219230335632	6	True	6.0	5-34	0.9473684210526315
leave_out_D3_1	COL5A1	38.09648599864171	13.999295393280267	26.412247207510944	14.0	64.50802859943292	7	True	7.0	4-53	0.8947368421052632
leave_out_D3_1	COL3A1	38.30561679246617	16.60946893010749	24.0	15.0	63.91508572257365	8	True	8.0	3-37	0.7894736842105263
leave_out_D3_1	TNFRSF12A	35.364703672593905	9.5119761840276	18.669937898515077	0.0	63.54661775513658	9	True	9.0	5-18	0.9473684210526315
leave_out_D3_1	TNNT2	35.64486586272267	14.215148314176075	26.0	14.0	61.860014176898744	10	True	10.0	6-69	0.631578947368421
leave_out_D3_1	MT-ND4	33.74725470251237	14.432252380628745	16.651204014595372	3.0	61.8307110977365	11	False	11.0	6-16	0.3157894736842105
leave_out_D3_1	LOXL2	34.71505115627345	6.6080543202634505	18.886991651243285	0.0	60.21009712778018	12	False	12.0	7-33	0.15789473684210525
leave_out_D3_1	MT-ND5	33.84099040956678	13.465192743525977	15.647967533414494	3.0	59.95415068650725	13	False	13.0	9-19	0.05263157894736842
leave_out_D3_1	VIM	37.77622878697581	12.916839943006185	18.870442863965017	10.0	59.563511593947	14	False	14.0	11-27	0.0
leave_out_D3_1	ENG	34.80176886679815	9.750365912639621	20.888693907032213	8.0	57.440828686469985	15	False	15.0	12-66	0.0
leave_out_D3_1	CSF1	35.68213445869026	4.630174891277472	18.0	1.0	57.31230934996773	16	False	16.0	9-47	0.05263157894736842
leave_out_D3_1	CXCL12	37.58499380577856	12.345751958441584	23.00647066125395	18.0	54.93721642547409	17	False	17.0	9-85	0.05263157894736842
leave_out_D3_1	IL1B	31.410083711419297	0.6115359844727385	25.554570149158685	3.0	54.57618984505072	18	False	18.0	6-88	0.05263157894736842
leave_out_D3_1	IGFBP7	37.830678240975146	13.82823358850675	2.8069353040487472	0.0	54.465847133530644	19	False	19.0	1-52	0.05263157894736842
leave_out_D3_1	COL1A2	38.386077584488724	17.702592250895666	11.5	14.0	53.588669835384394	20	False	20.0	13-42	0.0
leave_out_D3_1	TGFB1	35.12623295523657	7.304502126233318	25.01240803954329	14.0	53.44314312101318	21	False	21.0	14-90	0.0
leave_out_D3_1	COL1A1	38.43757856171216	17.850843348253335	11.5	15.0	52.78842190996549	22	False	22.0	12-44	0.0
leave_out_D3_1	LY6E	35.32799135935423	6.465482680695467	10.880861287342233	0.0	52.67433532739193	23	False	23.0	18-62	0.0
leave_out_D3_1	ACTB	39.10567123443498	14.497904961382762	10.5	12.0	52.10357619581774	24	False	24.0	17-31	0.0
leave_out_D3_1	ACTC1	36.37650537938125	15.93822436445517	10.5	12.0	50.81472974383642	25	False	25.0	20-46	0.0
leave_out_D3_1	TGM2	35.355903759158416	9.19366322876041	6.143194604301974	0.0	50.6927615922208	26	False	26.0	8-67	0.05263157894736842
leave_out_D3_1	EEF1A1	38.10046553330683	13.87244563850331	10.5	12.0	50.47291117181014	27	False	27.0	21-40	0.0
leave_out_D3_1	NPPA	38.80541503902978	17.121553207727636	6.432515092347316	12.0	50.359483339104735	28	False	28.0	11-60	0.0
leave_out_D3_1	VCAN	35.20374769348478	12.490362809156908	2.3590800757292816	0.0	50.053190578370966	29	False	29.0	4-70	0.05263157894736842
leave_out_D3_1	ITGA1	32.96101071902872	6.727289782040006	10.225260375235125	0.0	49.91356087630385	30	False	30.0	21-71	0.0
leave_out_D3_1	RPS19	37.57389850068292	12.223513278972364	12.094933055499755	12.0	49.89234483515504	31	False	31.0	23-57	0.0
leave_out_D3_1	CRYAB	36.75006911126382	15.023283821162615	10.0	12.0	49.773352932426434	32	False	32.0	24-49	0.0
leave_out_D3_1	RPS12	37.88715533242373	12.337127663905807	11.5	12.0	49.724282996329535	33	False	33.0	25-51	0.0
leave_out_D3_1	RPL13	37.65958605429243	12.127447864391174	11.542132103434056	12.0	49.32916602211766	34	False	34.0	27-58	0.0
leave_out_D3_1	RPL13A	37.7420342590863	12.023355649844657	11.54878454081838	12.0	49.31417444974934	35	False	35.0	28-59	0.0
leave_out_D3_1	ACTA1	36.95945351433853	14.568816265911257	9.768616573857674	12.0	49.29688635410746	36	False	36.0	29-50	0.0
leave_out_D3_1	TNNC1	34.20368750243199	11.21007677752237	15.5	12.0	48.913764279954364	37	False	37.0	27-81	0.0
leave_out_D3_1	ACTG1	37.639664767812874	12.800326695385776	10.5	13.0	47.93999146319865	38	False	38.0	30-61	0.0
leave_out_D3_1	IGFBP3	32.63227153147795	9.700164786228802	5.406377223361061	0.0	47.73881354106781	39	False	39.0	15-77	0.0
leave_out_D3_1	TPM1	35.35677897104673	14.631472785196948	9.0	12.0	46.98825175624368	40	False	40.0	34-66	0.0
leave_out_D3_1	STK10	33.7289289245147	7.451709332195413	5.5	0.0	46.68063825671011	41	False	41.0	25-80	0.0
leave_out_D3_1	THBS4	36.216896649547394	11.749075475472202	2.6136912421525555	4.0	46.57966336717215	42	False	42.0	10-68	0.05263157894736842
leave_out_D3_1	DES	37.64552808154198	13.219260379846258	7.5	12.0	46.364788461388244	43	False	43.0	35-62	0.0
leave_out_D3_1	ANKRD1	37.97316663317157	15.395017672303869	4.569697831738097	12.0	45.937882137213535	44	False	44.0	22-75	0.0
leave_out_D3_1	TTN	34.59682832373414	12.646794657582872	10.5	12.0	45.74362298131701	45	False	45.0	39-73	0.0
leave_out_D3_1	TMSB4X	37.96694556211271	12.306359635633541	5.289444744397804	10.0	45.56274994214406	46	False	46.0	31-59	0.0
leave_out_D3_1	EMP1	36.75728514517308	6.852693510445908	1.5	0.0	45.10997865561899	47	False	47.0	12-85	0.0
leave_out_D3_1	C1QA	38.95967826083008	11.647832717063926	4.5	10.0	45.10751097789401	48	False	48.0	28-65	0.0
leave_out_D3_1	FLNC	36.34879388844653	11.726612774717704	9.0	12.0	45.07540666316423	49	False	49.0	41-67	0.0
leave_out_D3_1	MYBPC3	36.26427856240813	13.309644958837541	7.5	12.0	45.073923521245675	50	False	50.0	42-68	0.0
leave_out_D3_1	IGFBP4	38.61181952565766	11.119737853720371	4.984913797696352	10.0	44.71647117707438	51	False	51.0	40-66	0.0
leave_out_D3_1	DCN	36.76487280797725	10.422086219062658	1.5	4.0	44.686959027039904	52	False	52.0	13-76	0.0
leave_out_D3_1	APOE	39.37365229505947	10.716602113925003	10.5	16.0	44.59025440898448	53	False	53.0	32-76	0.0
leave_out_D3_1	CCR2	33.771147530522995	0.810687524793558	20.0	10.0	44.58183505531655	54	False	54.0	20-95	0.0
leave_out_D3_1	SPARC	38.24742147071093	17.289446726017196	2.523339371447697	14.0	44.06020756817583	55	False	55.0	20-84	0.0
leave_out_D3_1	SNX3	34.89219551682361	5.187695907707295	3.8914266094995007	0.0	43.9713180340304	56	False	56.0	26-90	0.0
leave_out_D3_1	LDB3	34.222869361419846	12.653802299058448	9.0	12.0	43.876671660478294	57	False	57.0	43-74	0.0
leave_out_D3_1	CSRP3	36.69185122056544	13.180763025527773	6.0	12.0	43.872614246093214	58	False	58.0	44-74	0.0
leave_out_D3_1	TIMP2	38.947803119879836	11.612017321940527	4.176224986734419	11.0	43.73604542855478	59	False	59.0	44-74	0.0
leave_out_D3_1	NELFB	32.772981709053944	9.599153166513767	3.031044707793515	2.0	43.40317958336122	60	False	60.0	29-83	0.0
leave_out_D3_1	NR2F2	33.6508020525784	6.160607763568144	7.32903282806769	4.0	43.14044264421423	61	False	61.0	37-78	0.0
leave_out_D3_1	PSAP	38.39131070917246	11.699219453483678	3.0	10.0	43.09053016265614	62	False	62.0	33-75	0.0
leave_out_D3_1	ACTA2	38.58170232617402	13.887258970111866	0.5327271857367166	10.0	43.0016884820226	63	False	63.0	14-77	0.0
leave_out_D3_1	SEPTIN7	33.680231888547844	6.018407513330097	3.2323917978489045	0.0	42.931031199726846	64	False	64.0	38-93	0.0
leave_out_D3_1	HSPB1	36.554304508452994	9.4951289302995	8.575507004710767	12.0	42.62494044346326	65	False	65.0	50-77	0.0
leave_out_D3_1	CILP	36.32020344733499	9.121550915992344	0.9039923245587804	4.0	42.34574668788611	66	False	66.0	21-82	0.0
leave_out_D3_1	ELOB	35.013920989460004	5.292453496238932	4.035479666049731	2.0	42.34185415174867	67	False	67.0	36-88	0.0
leave_out_D3_1	CYRIA	32.500018606556004	9.831978226934167	0.0	0.0	42.33199683349017	68	False	68.0	16-94	0.0
leave_out_D3_1	TGFBR1	36.916774402522904	6.688833916422389	18.0	20.0	41.60560831894529	69	False	69.0	26-97	0.0
leave_out_D3_1	ACTN2	34.49492910548819	9.946633729165892	9.0	12.0	41.44156283465408	70	False	70.0	55-83	0.0
leave_out_D3_1	ZNF703	35.32426596378708	4.465184227092011	1.5	0.0	41.28945019087909	71	False	71.0	38-96	0.0
leave_out_D3_1	DYNC1H1	34.92318662951692	5.362987845287527	3.0	2.0	41.28617447480445	72	False	72.0	41-91	0.0
leave_out_D3_1	HSPB7	36.68943150639182	10.705689178958828	5.571356912631749	12.0	40.9664775979824	73	False	73.0	58-78	0.0
leave_out_D3_1	DMAP1	33.27431220026157	6.613317906387088	3.06208941558703	2.0	40.94971952223569	74	False	74.0	51-92	0.0
